Pk,Tm,Player,Player2,College,Year,Pro_height,Pro_weight,DOB,PreNBA_height,PreNBA_weight
58,SAS,deshaun-thomas,deshaun-thomas,Ohio State,2013,79,215,8/29/1991,79,215
59,MIN,bojan-dubljević,bojan-dubljevic,,2013,81,235,10/24/1991,,
60,MEM,jānis-timma,janis-timma,,2013,79,224,7/2/1992,,
1,CLE,andrew-wiggins,andrew-wiggins,Kansas,2014,79,197,2/23/1995,80,200
2,MIL,jabari-parker,jabari-parker,Duke,2014,80,245,3/15/1995,80,235
3,PHI,joel-embiid,joel-embiid,Kansas,2014,84,280,3/16/1994,84,250
4,ORL,aaron-gordon,aaron-gordon,Arizona,2014,80,235,9/16/1995,81,225
5,UTA,dante-exum,dante-exum,,2014,77,214,7/13/1995,,
6,BOS,marcus-smart,marcus-smart,Oklahoma State,2014,75,220,3/6/1994,76,220
7,LAL,julius-randle,julius-randle,Kentucky,2014,80,250,11/29/1994,81,250
8,SAC,nik-stauskas,nik-stauskas,Michigan,2014,78,205,10/7/1993,78,205
9,CHH,noah-vonleh,noah-vonleh,Indiana,2014,82,257,8/24/1995,82,240
10,PHI,elfrid-payton,elfrid-payton,Louisiana,2014,75,195,2/22/1994,75,180
11,DEN,doug-mcdermott,doug-mcdermott,Creighton,2014,79,225,1/3/1992,80,225
12,ORL,dario-šarić,dario-saric,,2014,82,225,4/8/1994,,
13,MIN,zach-lavine,zach-lavine,UCLA,2014,77,200,3/10/1995,77,180
14,PHO,t.j.-warren,t.j.-warren,NC State,2014,80,220,9/5/1993,80,233
15,ATL,adreian-payne,adreian-payne,Michigan State,2014,82,237,2/19/1991,82,245
16,CHI,jusuf-nurkić,jusuf-nurkic,,2014,83,290,8/23/1994,,
17,BOS,james-young,james-young,Kentucky,2014,78,215,8/16/1995,78,215
18,PHO,tyler-ennis,tyler-ennis,Syracuse,2014,75,194,8/24/1994,74,180
19,CHI,gary-harris,gary-harris,Michigan State,2014,76,210,9/14/1994,76,210
20,TOR,bruno-caboclo,bruno-caboclo,,2014,81,218,9/21/1995,,
21,OKC,mitch-mcgary,mitch-mcgary,Michigan,2014,82,255,6/6/1992,82,255
22,MEM,jordan-adams,jordan-adams,UCLA,2014,77,209,7/8/1994,77,220
23,UTA,rodney-hood,rodney-hood,Duke,2014,80,208,10/20/1992,80,215
24,CHH,shabazz-napier,shabazz-napier,UConn,2014,72,175,7/14/1991,73,180
25,HOU,clint-capela,clint-capela,,2014,82,240,5/18/1994,,
26,MIA,p.j.-hairston,p.j.-hairston,UNC,2014,78,230,12/24/1992,78,220
27,PHO,bogdan-bogdanović,bogdan-bogdanovic,,2014,78,220,8/18/1992,,
28,LAC,c.j.-wilcox,c.j.-wilcox,Washington,2014,77,195,12/30/1990,77,195
29,OKC,josh-huestis,josh-huestis,Stanford,2014,79,230,12/19/1991,79,230
30,SAS,kyle-anderson,kyle-anderson,UCLA,2014,81,230,9/20/1993,81,230
31,MIL,damien-inglis,damien-inglis,,2014,80,246,5/20/1995,,
32,PHI,k.j.-mcdaniels,k.j.-mcdaniels,Clemson,2014,78,205,2/9/1993,78,200
33,CLE,joe-harris,joe-harris,Virginia,2014,78,220,9/6/1991,78,225
34,NYK,cleanthony-early,cleanthony-early,Wichita State,2014,80,210,4/17/1991,80,219
35,UTA,jarnell-stokes,jarnell-stokes,Tennessee,2014,81,263,1/7/1994,80,260
36,MIL,johnny-o'bryant,johnny-o'bryant,LSU,2014,81,257,6/1/1993,81,256
37,TOR,deandre-daniels,deandre-daniels,UConn,2014,81,195,4/15/1992,81,195
38,DET,spencer-dinwiddie,spencer-dinwiddie,Colorado,2014,77,215,4/6/1993,78,200
39,PHI,jerami-grant,jerami-grant,Syracuse,2014,80,210,3/12/1994,80,210
40,MIN,glenn-robinson-iii,glenn-robinson-iii,Michigan,2014,78,222,1/8/1994,78,220
41,DEN,nikola-jokić,nikola-jokic,,2014,83,284,2/19/1995,,
42,HOU,nick-johnson,nick-johnson,Arizona,2014,75,202,12/22/1992,75,200
43,ATL,edy-tavares,edy-tavares,,2014,87,260,3/22/1992,,
44,MIN,markel-brown,markel-brown,Oklahoma State,2014,75,190,1/29/1992,75,190
45,CHH,dwight-powell,dwight-powell,Stanford,2014,82,240,7/20/1991,82,240
46,WAS,jordan-clarkson,jordan-clarkson,Missouri,2014,76,194,6/7/1992,77,193
47,PHI,russ-smith,russ-smith,Louisville,2014,72,165,4/19/1991,72,165
48,MIL,lamar-patterson,lamar-patterson,Pitt,2014,77,225,8/12/1991,77,225
49,CHI,cameron-bairstow,cameron-bairstow,New Mexico,2014,81,250,12/7/1990,81,250
50,PHO,alec-brown,alec-brown,Green Bay,2014,85,235,7/23/1992,85,235
51,NYK,thanasis-antetokounmpo,thanasis-antetokounmpo,,2014,78,219,7/18/1992,,
52,PHI,vasilije-micić,vasilije-micic,,2014,77,200,1/13/1994,,
53,MIN,alessandro-gentile,alessandro-gentile,,2014,79,230,11/12/1992,,
54,PHI,nemanja-dangubić,nemanja-dangubic,,2014,80,193,4/13/1993,,
55,MIA,semaj-christon,semaj-christon,Xavier,2014,75,190,11/1/1992,75,190
56,DEN,devyn-marble,devyn-marble,Iowa,2014,78,200,9/21/1992,78,200
57,IND,louis-labeyrie,louis-labeyrie,,2014,82,200,2/11/1992,,
58,SAS,jordan-mcrae,jordan-mcrae,Tennessee,2014,77,179,3/28/1991,77,200
59,TOR,xavier-thames,xavier-thames,San Diego State,2014,75,195,1/19/1991,75,195
60,SAS,cory-jefferson,cory-jefferson,Baylor,2014,81,218,12/26/1990,81,220
1,MIN,karl-anthony-towns,karl-anthony-towns,Kentucky,2015,83,248,11/15/1995,83,250
2,LAL,d'angelo-russell,d'angelo-russell,Ohio State,2015,76,193,2/23/1996,77,180
3,PHI,jahlil-okafor,jahlil-okafor,Duke,2015,82,270,12/15/1995,83,270
4,NYK,kristaps-porziņģis,kristaps-porzingis,,2015,87,240,8/2/1995,,
5,ORL,mario-hezonja,mario-hezonja,,2015,80,220,2/25/1995,,
6,SAC,willie-cauley-stein,willie-cauley-stein,Kentucky,2015,84,240,8/18/1993,84,240
7,DEN,emmanuel-mudiay,emmanuel-mudiay,,2015,75,200,3/5/1996,,
8,DET,stanley-johnson,stanley-johnson,Arizona,2015,78,242,5/29/1996,78,225
9,CHO,frank-kaminsky,frank-kaminsky,Wisconsin,2015,84,240,4/4/1993,84,242
10,MIA,justise-winslow,justise-winslow,Duke,2015,78,222,3/26/1996,78,225
11,IND,myles-turner,myles-turner,Texas,2015,83,250,3/24/1996,83,240
12,UTA,trey-lyles,trey-lyles,Kentucky,2015,81,234,11/5/1995,82,235
13,PHO,devin-booker,devin-booker,Kentucky,2015,77,206,10/30/1996,78,206
14,OKC,cameron-payne,cameron-payne,Murray State,2015,73,183,8/8/1994,74,180
15,ATL,kelly-oubre-jr.,kelly-oubre-jr.,Kansas,2015,79,203,12/9/1995,79,200
16,BOS,terry-rozier,terry-rozier,Louisville,2015,73,190,3/17/1994,73,190
17,MIL,rashad-vaughn,rashad-vaughn,UNLV,2015,78,202,8/16/1996,78,210
18,HOU,sam-dekker,sam-dekker,Wisconsin,2015,81,230,5/6/1994,81,230
19,WAS,jerian-grant,jerian-grant,Notre Dame,2015,76,205,10/9/1992,77,203
20,TOR,delon-wright,delon-wright,Utah,2015,77,185,4/26/1992,77,178
21,DAL,justin-anderson,justin-anderson,Virginia,2015,78,230,11/19/1993,78,227
22,CHI,bobby-portis,bobby-portis,Arkansas,2015,82,250,2/10/1995,83,242
23,POR,rondae-hollis-jefferson,rondae-hollis-jefferson,Arizona,2015,78,217,1/3/1995,79,215
24,CLE,tyus-jones,tyus-jones,Duke,2015,72,196,5/10/1996,73,190
25,MEM,jarell-martin,jarell-martin,LSU,2015,82,239,5/24/1994,82,236
26,SAS,nikola-milutinov,nikola-milutinov,,2015,83,235,12/30/1994,,
27,LAL,larry-nance-jr.,larry-nance-jr.,Wyoming,2015,79,245,1/1/1993,80,235
28,BOS,r.j.-hunter,r.j.-hunter,Georgia State University,2015,77,185,10/24/1993,78,190
29,BRK,chris-mccullough,chris-mccullough,Syracuse,2015,83,200,2/5/1995,82,220
30,GSW,kevon-looney,kevon-looney,UCLA,2015,81,222,2/6/1996,81,220
31,MIN,cedi-osman,cedi-osman,,2015,79,230,4/8/1995,,
32,HOU,montrezl-harrell,montrezl-harrell,Louisville,2015,79,240,1/26/1994,80,235
33,BOS,jordan-mickey,jordan-mickey,LSU,2015,80,235,7/9/1994,80,235
34,LAL,anthony-brown,anthony-brown,Stanford,2015,79,210,10/10/1992,78,215
35,PHI,willy-hernangómez,willy-hernangomez,,2015,83,250,5/27/1994,,
36,MIN,rakeem-christmas,rakeem-christmas,Syracuse,2015,81,250,12/1/1991,81,250
37,PHI,richaun-holmes,richaun-holmes,Bowling Green,2015,82,235,10/15/1993,80,245
38,DET,darrun-hilliard,darrun-hilliard,Villanova,2015,78,205,4/13/1993,78,215
39,CHO,juan-pablo-vaulet,juan-pablo-vaulet,,2015,78,200,3/22/1996,,
40,MIA,josh-richardson,josh-richardson,Tennessee,2015,77,200,9/15/1993,78,200
41,BRK,pat-connaughton,pat-connaughton,Notre Dame,2015,77,209,1/6/1993,77,218
42,UTA,olivier-hanlan,olivier-hanlan,Boston College,2015,76,190,2/15/1993,76,190
43,IND,joe-young,joe-young,Oregon,2015,74,180,6/27/1992,74,185
44,PHO,andrew-harrison,andrew-harrison,Kentucky,2015,78,213,10/28/1994,78,210
45,BOS,marcus-thornton,marcus-thornton,William & Mary,2015,76,190,2/9/1993,76,190
46,MIL,norman-powell,norman-powell,UCLA,2015,75,215,5/25/1993,76,215
47,PHI,artūras-gudaitis,arturas-gudaitis,,2015,82,254,6/19/1993,,
48,OKC,dakari-johnson,dakari-johnson,Kentucky,2015,84,255,9/22/1995,84,255
49,WAS,aaron-white,aaron-white,Iowa,2015,81,210,9/10/1992,81,228
50,ATL,marcus-eriksson,marcus-eriksson,,2015,79,178,12/5/1993,,
51,ORL,tyler-harvey,tyler-harvey,Eastern Washington,2015,76,185,7/17/1993,76,185
52,DAL,satnam-singh,satnam-singh,,2015,86,290,12/10/1995,,
53,CLE,sir'dominic-pointer,sir'dominic-pointer,St. John's,2015,78,192,5/6/1992,78,192
54,UTA,dani-díez,dani-diez,,2015,79,212,4/7/1993,,
55,SAS,cady-lalanne,cady-lalanne,UMass,2015,82,253,4/22/1992,82,253
56,NOP,branden-dawson,branden-dawson,Michigan State,2015,78,225,2/1/1993,78,225
57,DEN,nikola-radičević,nikola-radicevic,,2015,78,200,4/25/1994,,
58,PHI,j.p.-tokoto,j.p.-tokoto,UNC,2015,78,200,9/15/1993,78,200
59,ATL,dimitrios-agravanis,dimitrios-agravanis,,2015,82,235,12/20/1994,,
60,PHI,luka-mitrović,luka-mitrovic,,2015,81,230,3/21/1993,,
1,PHI,ben-simmons,ben-simmons,LSU,2016,83,240,7/20/1996,82,225
2,LAL,brandon-ingram,brandon-ingram,Duke,2016,80,190,9/2/1997,81,190
3,BOS,jaylen-brown,jaylen-brown,California,2016,78,223,10/24/1996,79,225
4,PHO,dragan-bender,dragan-bender,,2016,84,225,11/17/1997,,
5,MIN,kris-dunn,kris-dunn,Providence,2016,75,205,3/18/1994,75,205
6,NOP,buddy-hield,buddy-hield,Oklahoma,2016,76,220,12/17/1992,76,209
7,DEN,jamal-murray,jamal-murray,Kentucky,2016,75,215,2/23/1997,77,207
8,SAC,marquese-chriss,marquese-chriss,Washington,2016,81,240,7/2/1997,81,225
9,TOR,jakob-poeltl,jakob-poeltl,Utah,2016,85,245,10/15/1995,84,230
10,MIL,thon-maker,thon-maker,,2016,84,221,2/25/1997,,
11,ORL,domantas-sabonis,domantas-sabonis,Gonzaga,2016,83,240,5/3/1996,82,231
12,UTA,taurean-prince,taurean-prince,Baylor,2016,79,218,3/22/1994,79,215
13,PHO,georgios-papagiannis,georgios-papagiannis,,2016,85,240,7/3/1997,,
14,CHI,denzel-valentine,denzel-valentine,Michigan State,2016,76,220,11/16/1993,77,220
15,DEN,juan-hernangómez,juan-hernangomez,,2016,81,214,9/28/1995,,
16,BOS,guerschon-yabusele,guerschon-yabusele,,2016,80,260,12/17/1995,,
17,MEM,wade-baldwin,wade-baldwin,Vanderbilt,2016,76,200,3/29/1996,75,195
18,DET,henry-ellenson,henry-ellenson,Marquette,2016,82,240,1/13/1997,82,245
19,DEN,malik-beasley,malik-beasley,Florida State,2016,76,187,11/26/1996,77,190
20,IND,caris-levert,caris-levert,Michigan,2016,78,205,8/25/1994,79,200
21,ATL,deandre'-bembry,deandre'-bembry,Saint Joseph's,2016,77,210,7/4/1994,78,210
22,CHO,malachi-richardson,malachi-richardson,Syracuse,2016,78,205,1/5/1996,78,195
23,BOS,ante-žižić,ante-zizic,,2016,82,266,1/4/1997,,
24,PHI,timothé-luwawu-cabarrot,timothe-luwawu-cabarrot,,2016,79,220,5/9/1995,,
25,LAC,brice-johnson,brice-johnson,UNC,2016,82,230,6/27/1994,81,228
26,PHI,furkan-korkmaz,furkan-korkmaz,,2016,79,202,7/24/1997,,
27,TOR,pascal-siakam,pascal-siakam,New Mexico State,2016,81,230,4/2/1994,81,230
28,PHO,skal-labissière,skal-labissiere,Kentucky,2016,82,235,3/18/1996,83,225
29,SAS,dejounte-murray,dejounte-murray,Washington,2016,76,180,9/19/1996,77,170
30,GSW,damian-jones,damian-jones,Vanderbilt,2016,83,245,6/30/1995,82,248
31,BOS,deyonta-davis,deyonta-davis,Michigan State,2016,83,237,12/2/1996,82,245
32,LAL,ivica-zubac,ivica-zubac,,2016,84,240,3/18/1997,,
33,LAC,cheick-diallo,cheick-diallo,Kansas,2016,80,219,9/13/1996,81,218
34,PHO,tyler-ulis,tyler-ulis,Kentucky,2016,70,160,1/5/1996,69,155
35,BOS,rade-zagorac,rade-zagorac,,2016,81,202,8/12/1995,,
36,MIL,malcolm-brogdon,malcolm-brogdon,Virginia,2016,77,229,12/11/1992,77,217
37,HOU,chinanu-onuaku,chinanu-onuaku,Louisville,2016,82,245,11/1/1996,82,230
38,MIL,patrick-mccaw,patrick-mccaw,UNLV,2016,79,181,10/25/1995,78,180
39,NOP,david-michineau,david-michineau,,2016,76,180,6/6/1994,,
40,NOP,diamond-stone,diamond-stone,Maryland,2016,83,255,2/10/1997,83,255
41,ORL,stephen-zimmerman,stephen-zimmerman,UNLV,2016,84,240,9/9/1996,84,240
42,UTA,isaiah-whitehead,isaiah-whitehead,Seton Hall,2016,76,213,3/8/1995,76,210
43,HOU,zhou-qi,zhou-qi,,2016,85,210,1/16/1996,,
44,ATL,isaïa-cordinier,isaia-cordinier,,2016,76,180,11/28/1996,,
45,BOS,demetrius-jackson,demetrius-jackson,Notre Dame,2016,73,201,9/7/1994,73,198
46,DAL,a.j.-hammons,a.j.-hammons,Purdue,2016,84,260,8/27/1992,84,261
47,ORL,jake-layman,jake-layman,Maryland,2016,80,209,3/7/1994,81,205
48,CHI,paul-zipser,paul-zipser,,2016,80,215,2/18/1994,,
49,DET,michael-gbinije,michael-gbinije,Syracuse,2016,79,200,6/5/1992,79,200
50,IND,georges-niang,georges-niang,Iowa State,2016,79,230,6/17/1993,80,230
51,BOS,ben-bentil,ben-bentil,Providence,2016,81,235,3/29/1995,80,230
52,UTA,joel-bolomboy,joel-bolomboy,Weber State,2016,81,235,1/28/1994,81,230
53,DEN,petr-cornelie,petr-cornelie,,2016,83,220,7/26/1995,,
54,ATL,kay-felder,kay-felder,Oakland,2016,69,176,3/29/1995,69,180
55,BRK,marcus-paige,marcus-paige,UNC,2016,73,175,9/11/1993,73,175
56,DEN,daniel-hamilton,daniel-hamilton,UConn,2016,79,195,8/8/1995,79,190
57,MEM,wang-zhelin,wang-zhelin,,2016,84,220,1/20/1994,,
58,BOS,abdel-nader,abdel-nader,Iowa State,2016,77,225,9/25/1993,78,230
59,SAC,isaiah-cousins,isaiah-cousins,Oklahoma,2016,77,191,3/13/1994,76,187
60,UTA,tyrone-wallace,tyrone-wallace,California,2016,77,198,6/10/1994,77,200
1,PHI,markelle-fultz,markelle-fultz,Washington,2017,75,209,5/29/1998,76,195
2,LAL,lonzo-ball,lonzo-ball,UCLA,2017,78,190,10/27/1997,78,190
3,BOS,jayson-tatum,jayson-tatum,Duke,2017,80,210,3/3/1998,80,205
4,PHO,josh-jackson,josh-jackson,Kansas,2017,80,207,2/10/1997,80,207
5,SAC,de'aaron-fox,de'aaron-fox,Kentucky,2017,75,185,12/20/1997,75,187
6,ORL,jonathan-isaac,jonathan-isaac,Florida State,2017,83,230,10/3/1997,82,210
7,MIN,lauri-markkanen,lauri-markkanen,Arizona,2017,84,240,5/22/1997,84,230
8,NYK,frank-ntilikina,frank-ntilikina,,2017,76,200,7/28/1998,,
9,DAL,dennis-smith-jr.,dennis-smith-jr.,NC State,2017,74,205,11/25/1997,75,195
10,SAC,zach-collins,zach-collins,Gonzaga,2017,83,250,11/19/1997,84,230
11,CHO,malik-monk,malik-monk,Kentucky,2017,75,200,2/4/1998,75,200
12,DET,luke-kennard,luke-kennard,Duke,2017,77,206,6/24/1996,77,180
13,DEN,donovan-mitchell,donovan-mitchell,Louisville,2017,72,215,9/7/1996,75,210
14,MIA,bam-adebayo,bam-adebayo,Kentucky,2017,81,255,7/18/1997,82,260
15,POR,justin-jackson,justin-jackson,UNC,2017,80,220,3/28/1995,80,193
16,CHI,justin-patton,justin-patton,Creighton,2017,83,241,6/14/1997,83,215
17,MIL,d.j.-wilson,d.j.-wilson,Michigan,2017,82,231,2/19/1996,81,220
18,IND,t.j.-leaf,t.j.-leaf,UCLA,2017,82,222,4/30/1997,82,225
19,ATL,john-collins,john-collins,Wake Forest,2017,81,235,9/23/1997,82,218
20,POR,harry-giles,harry-giles,Duke,2017,83,240,4/22/1998,82,240
21,OKC,terrance-ferguson,terrance-ferguson,,2017,78,190,5/17/1998,,
22,BRK,jarrett-allen,jarrett-allen,Texas,2017,83,243,4/21/1998,83,235
23,TOR,og-anunoby,og-anunoby,Indiana,2017,79,232,7/17/1997,80,215
24,UTA,tyler-lydon,tyler-lydon,Syracuse,2017,82,225,4/9/1996,80,205
25,ORL,anžejs-pasečņiks,anzejs-pasecniks,,2017,85,229,12/20/1995,,
26,POR,caleb-swanigan,caleb-swanigan,Purdue,2017,81,260,4/18/1997,81,260
27,BRK,kyle-kuzma,kyle-kuzma,Utah,2017,82,221,7/24/1995,81,190
28,LAL,tony-bradley,tony-bradley,UNC,2017,82,248,1/8/1998,82,240
29,SAS,derrick-white,derrick-white,Colorado,2017,76,190,7/2/1994,77,193
30,UTA,josh-hart,josh-hart,Villanova,2017,77,215,3/6/1995,77,205
31,CHO,frank-jackson,frank-jackson,Duke,2017,75,205,5/4/1998,75,205
32,PHO,davon-reed,davon-reed,Miami (FL),2017,77,208,6/11/1995,78,208
33,ORL,wesley-iwundu,wesley-iwundu,Kansas State,2017,78,195,12/20/1994,79,205
34,SAC,frank-mason-iii,frank-mason-iii,Kansas,2017,71,190,4/3/1994,71,185
35,ORL,ivan-rabb,ivan-rabb,California,2017,82,220,2/4/1997,83,220
36,PHI,jonah-bolden,jonah-bolden,,2017,80,220,1/2/1996,82,215
37,BOS,semi-ojeleye,semi-ojeleye,SMU,2017,78,240,12/5/1994,80,230
38,CHI,jordan-bell,jordan-bell,Oregon,2017,80,216,1/7/1995,79,190
39,PHI,jawun-evans,jawun-evans,Oklahoma State,2017,72,185,7/26/1996,72,175
40,NOP,dwayne-bacon,dwayne-bacon,Florida State,2017,78,221,8/30/1995,79,210
41,ATL,tyler-dorsey,tyler-dorsey,Oregon,2017,77,183,2/18/1996,76,180
42,UTA,thomas-bryant,thomas-bryant,Indiana,2017,82,248,7/31/1997,82,245
43,HOU,isaiah-hartenstein,isaiah-hartenstein,,2017,84,250,5/5/1998,,
44,NYK,damyean-dotson,damyean-dotson,Oregon,2017,77,210,5/6/1994,77,209
45,HOU,dillon-brooks,dillon-brooks,Oregon,2017,79,225,1/22/1996,77,205
46,PHI,sterling-brown,sterling-brown,SMU,2017,77,219,2/10/1995,78,200
47,IND,ike-anigbogu,ike-anigbogu,UCLA,2017,82,250,10/17/1998,82,250
48,MIL,sindarius-thornwell,sindarius-thornwell,South Carolina,2017,76,215,11/15/1994,77,215
49,DEN,vlatko-čančar,vlatko-cancar,,2017,80,236,4/10/1997,,
50,PHI,mathias-lessort,mathias-lessort,,2017,81,240,9/29/1995,,
51,DEN,monte-morris,monte-morris,Iowa State,2017,74,183,6/27/1995,74,170
52,NOP,edmond-sumner,edmond-sumner,Xavier,2017,76,196,12/31/1995,77,170
53,BOS,kadeem-allen,kadeem-allen,Arizona,2017,73,200,1/15/1993,75,180
54,PHO,alec-peters,alec-peters,Valparaiso,2017,81,232,4/13/1995,81,225
55,UTA,nigel-williams-goss,nigel-williams-goss,Gonzaga,2017,74,190,9/16/1994,75,185
56,BOS,jabari-bird,jabari-bird,California,2017,78,198,7/3/1994,78,198
57,BRK,sasha-vezenkov,sasha-vezenkov,,2017,81,225,8/6/1995,,
58,NYK,ognjen-jaramaz,ognjen-jaramaz,,2017,76,194,9/1/1995,,
59,SAS,jaron-blossomgame,jaron-blossomgame,Clemson,2017,80,220,9/16/1993,79,215
60,ATL,alpha-kaba,alpha-kaba,,2017,82,242,1/29/1996,,
1,PHO,deandre-ayton,deandre-ayton,Arizona,2018,83,250,7/23/1998,85,250
2,SAC,marvin-bagley-iii,marvin-bagley-iii,Duke,2018,83,235,3/14/1999,83,234
3,ATL,luka-dončić,luka-doncic,,2018,79,230,2/28/1999,,
4,MEM,jaren-jackson-jr.,jaren-jackson-jr.,Michigan State,2018,83,242,9/15/1999,83,242
5,DAL,trae-young,trae-young,Oklahoma,2018,73,180,9/19/1998,74,180
6,ORL,mo-bamba,mo-bamba,Texas,2018,84,231,5/12/1998,83,225
7,CHI,wendell-carter-jr.,wendell-carter-jr.,Duke,2018,82,270,4/16/1999,82,259
8,CLE,collin-sexton,collin-sexton,Alabama,2018,73,190,1/4/1999,75,190
9,NYK,kevin-knox,kevin-knox,Kentucky,2018,79,215,8/11/1999,81,215
10,PHI,mikal-bridges,mikal-bridges,Villanova,2018,78,209,8/30/1996,79,191
11,CHO,shai-gilgeous-alexander,shai-gilgeous-alexander,Kentucky,2018,78,180,7/12/1998,78,180
12,LAC,miles-bridges,miles-bridges,Michigan State,2018,78,225,3/21/1998,79,230
13,LAC,jerome-robinson,jerome-robinson,Boston College,2018,76,190,2/22/1997,79,181
14,DEN,michael-porter-jr.,michael-porter-jr.,Missouri,2018,82,218,6/29/1998,82,215
15,WAS,troy-brown-jr.,troy-brown-jr.,Oregon,2018,78,215,7/28/1999,79,215
16,PHO,zhaire-smith,zhaire-smith,Texas Tech,2018,75,205,6/4/1999,77,195
17,MIL,donte-divincenzo,donte-divincenzo,Villanova,2018,76,203,1/31/1997,77,200
18,SAS,lonnie-walker,lonnie-walker,Miami (FL),2018,76,204,12/14/1998,76,192
19,ATL,kevin-huerter,kevin-huerter,Maryland,2018,79,190,8/27/1998,79,190
20,MIN,josh-okogie,josh-okogie,Georgia Tech,2018,76,213,9/1/1998,76,207
21,UTA,grayson-allen,grayson-allen,Duke,2018,76,198,10/8/1995,76,195
22,CHI,chandler-hutchison,chandler-hutchison,Boise State,2018,78,210,4/26/1996,79,190
23,IND,aaron-holiday,aaron-holiday,UCLA,2018,72,185,9/30/1996,73,185
24,POR,anfernee-simons,anfernee-simons,,2018,75,181,6/8/1999,,
25,LAL,moritz-wagner,moritz-wagner,Michigan,2018,83,245,4/26/1997,82,210
26,PHI,landry-shamet,landry-shamet,Wichita State,2018,76,190,3/13/1997,76,179
27,BOS,robert-williams,robert-williams,Texas A&M,2018,80,237,10/17/1997,81,237
28,GSW,jacob-evans,jacob-evans,Cincinnati,2018,76,210,6/18/1997,78,210
29,BRK,džanan-musa,dzanan-musa,,2018,81,217,5/8/1999,,
30,ATL,omari-spellman,omari-spellman,Villanova,2018,80,245,7/21/1997,81,260
31,PHO,elie-okobo,elie-okobo,,2018,75,190,10/23/1997,,
32,MEM,jevon-carter,jevon-carter,West Virginia,2018,73,200,9/14/1995,74,185
33,DAL,jalen-brunson,jalen-brunson,Villanova,2018,73,190,8/31/1996,75,199
34,ATL,devonte'-graham,devonte'-graham,Kansas,2018,73,195,2/22/1995,74,175
35,ORL,melvin-frazier,melvin-frazier,Tulane,2018,77,215,8/30/1996,77,200
36,NYK,mitchell-robinson,mitchell-robinson,,2018,84,240,4/1/1998,,
37,SAC,gary-trent-jr.,gary-trent-jr.,Duke,2018,77,209,1/18/1999,78,209
38,PHI,khyri-thomas,khyri-thomas,Creighton,2018,75,210,5/8/1996,75,200
39,PHI,isaac-bonga,isaac-bonga,,2018,80,180,11/8/1999,,
40,BRK,rodions-kurucs,rodions-kurucs,,2018,81,228,2/5/1998,,
41,ORL,jarred-vanderbilt,jarred-vanderbilt,Kentucky,2018,81,214,4/3/1999,81,214
42,DET,bruce-brown,bruce-brown,Miami (FL),2018,76,202,8/15/1996,77,190
43,DEN,justin-jackson,justin-jackson,Maryland,2018,79,225,2/18/1997,79,225
44,WAS,issuf-sanon,issuf-sanon,,2018,76,172,10/30/1999,,
45,BRK,hamidou-diallo,hamidou-diallo,Kentucky,2018,77,202,7/31/1998,77,190
46,HOU,de'anthony-melton,de'anthony-melton,USC,2018,74,200,5/28/1998,76,190
47,LAL,sviatoslav-mykhailiuk,sviatoslav-mykhailiuk,Kansas,2018,79,205,6/10/1997,80,195
48,MIN,keita-bates-diop,keita-bates-diop,Ohio State,2018,80,229,1/23/1996,79,190
49,SAS,chimezie-metu,chimezie-metu,USC,2018,81,225,3/22/1997,83,215
50,IND,alize-johnson,alize-johnson,Missouri State,2018,79,212,4/22/1996,81,201
51,NOP,tony-carr,tony-carr,Penn State,2018,77,204,10/11/1997,77,204
52,UTA,vince-edwards,vince-edwards,Purdue,2018,80,225,4/5/1996,79,220
53,OKC,devon-hall,devon-hall,Virginia,2018,74,215,7/7/1995,77,210
54,DAL,shake-milton,shake-milton,SMU,2018,77,205,9/26/1996,77,195
55,CHO,arnoldas-kulboka,arnoldas-kulboka,,2018,81,198,1/4/1998,,
56,PHI,ray-spalding,ray-spalding,Louisville,2018,82,215,3/11/1997,82,210
57,OKC,kevin-hervey,kevin-hervey,UT Arlington,2018,81,230,7/9/1996,79,210
58,DEN,thomas-welsh,thomas-welsh,UCLA,2018,84,255,2/3/1996,84,245
59,PHO,george-king,george-king,Colorado,2018,78,225,1/15/1994,78,220
60,PHI,kostas-antetokounmpo,kostas-antetokounmpo,Dayton,2018,82,200,11/20/1997,82,190
1,NOP,zion-williamson,zion-williamson,Duke,2019,79,284,7/6/2000,79,285
2,MEM,ja-morant,ja-morant,Murray State,2019,75,174,8/10/1999,75,175
3,NYK,rj-barrett,rj-barrett,Duke,2019,78,214,6/14/2000,79,202
4,LAL,de'andre-hunter,de'andre-hunter,Virginia,2019,80,225,12/2/1997,79,225
5,CLE,darius-garland,darius-garland,Vanderbilt,2019,73,192,1/26/2000,74,175
6,PHO,jarrett-culver,jarrett-culver,Texas Tech,2019,78,195,2/20/1999,77,195
7,CHI,coby-white,coby-white,UNC,2019,77,195,2/16/2000,77,185
8,ATL,jaxson-hayes,jaxson-hayes,Texas,2019,83,220,5/23/2000,83,220
9,WAS,rui-hachimura,rui-hachimura,Gonzaga,2019,80,230,2/8/1998,80,230
10,ATL,cam-reddish,cam-reddish,Duke,2019,80,218,9/1/1999,80,218
11,MIN,cameron-johnson,cameron-johnson,UNC,2019,80,210,3/3/1996,81,210
12,CHO,p.j.-washington,p.j.-washington,Kentucky,2019,79,230,8/23/1998,80,228
13,MIA,tyler-herro,tyler-herro,Kentucky,2019,77,195,1/20/2000,77,195
